DataZone2011Code,DataZone2011Name,CouncilArea2019Name,All ages,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01010686,Ross and Cromarty South West - 01,Highland,710,2,1,1,3,3,7,1,5,2,3,6,4,5,4,10,4,8,6,9,9,3,9,8,6,5,7,13,3,2,0,1,8,5,8,3,8,8,5,5,4,3,8,2,8,2,7,8,8,6,16,6,7,11,16,18,13,15,21,20,17,13,14,16,11,21,10,10,25,19,9,14,12,7,5,9,7,12,8,12,6,10,5,6,9,8,3,2,4,0,2,5
S01010687,Ross and Cromarty South West - 02,Highland,851,3,4,5,8,4,4,2,7,7,7,11,7,5,9,11,9,9,6,5,7,11,15,7,1,7,5,1,0,7,9,7,4,7,10,9,5,8,5,2,13,8,7,9,9,18,10,14,12,12,13,12,10,13,10,11,14,13,12,10,14,15,16,14,13,21,15,15,9,17,18,26,17,16,12,10,15,9,19,1,15,2,5,9,6,4,8,3,8,0,4,15
S01010688,Ross and Cromarty South West - 03,Highland,691,4,6,5,12,7,3,6,3,1,2,7,4,1,4,2,4,4,2,4,7,2,3,4,2,6,6,6,5,7,7,3,8,7,3,4,10,10,8,7,5,7,11,1,12,6,4,9,7,8,7,14,5,3,11,11,20,16,18,19,9,14,15,16,12,19,19,18,21,9,6,13,9,10,14,11,10,13,8,10,9,5,9,5,5,2,1,4,2,0,0,3
S01010689,Ross and Cromarty South West - 04,Highland,771,1,1,4,4,6,10,4,6,4,11,9,7,5,6,6,4,4,7,7,1,4,6,0,3,3,3,4,6,5,4,5,8,2,4,3,4,4,11,10,1,7,5,5,11,6,4,7,13,14,4,10,12,15,10,19,18,6,13,12,12,9,14,14,14,19,19,12,8,5,28,15,14,26,21,20,13,11,5,13,10,16,4,3,9,4,7,4,5,7,6,16
S01010690,Ross and Cromarty North West - 01,Highland,638,5,8,7,3,8,3,6,4,4,4,6,8,7,5,8,8,8,4,5,11,6,6,6,7,9,5,6,5,7,3,3,9,7,6,5,1,8,9,8,11,11,4,9,9,4,5,8,4,7,14,12,3,11,11,11,10,8,20,13,15,11,7,3,11,11,10,7,14,5,13,8,1,9,8,14,9,5,5,5,6,2,1,2,1,5,4,3,2,5,4,9
S01010691,Ross and Cromarty North West - 02,Highland,764,3,5,6,3,4,2,8,8,1,4,4,9,7,7,11,11,12,8,3,7,10,9,5,3,4,5,5,1,2,2,2,3,11,3,3,9,5,10,8,2,8,6,13,6,12,6,13,8,7,23,9,9,15,12,17,18,21,10,19,13,17,16,14,20,12,10,14,17,12,9,11,15,24,7,12,10,7,12,9,7,6,5,8,2,4,2,3,1,2,2,4
S01010692,Ross and Cromarty North West - 03,Highland,754,6,3,4,5,4,7,7,8,6,15,6,10,7,12,6,11,7,7,11,10,4,5,7,5,8,12,10,3,4,10,11,6,16,12,10,7,10,6,7,4,9,9,8,12,9,6,11,13,13,18,11,9,17,23,14,11,14,16,12,17,17,15,13,8,9,9,7,10,5,8,2,6,2,9,2,2,4,9,6,2,4,6,2,5,1,2,6,1,2,3,16
S01010693,Ross and Cromarty North West - 04,Highland,514,1,6,0,2,4,6,6,4,2,4,4,7,5,3,4,4,6,2,10,3,6,6,4,4,8,4,3,3,4,4,4,7,6,1,3,6,2,6,1,7,2,1,0,4,2,9,7,6,8,9,10,10,8,9,9,9,21,7,11,11,7,9,13,14,4,12,10,6,9,7,5,2,15,11,10,5,8,3,9,2,3,2,8,3,3,0,1,2,2,0,4
S01010694,Ross and Cromarty North West - 05,Highland,588,2,3,6,4,5,4,2,12,3,3,3,1,2,3,2,5,2,3,1,4,1,6,2,0,5,9,1,5,6,0,5,8,2,3,5,6,7,7,3,4,4,3,2,5,5,2,6,9,2,7,7,5,8,3,12,10,13,13,11,12,9,10,12,11,6,9,11,11,10,12,17,20,17,16,2,3,14,13,5,6,5,6,9,7,4,6,7,11,5,4,16
S01010695,Ross and Cromarty Central - 01,Highland,787,7,9,5,8,6,10,4,4,4,9,8,3,10,12,11,6,5,7,8,7,3,10,11,2,8,8,10,12,6,2,7,7,9,6,3,9,6,10,5,9,10,7,6,7,12,9,9,7,13,11,13,9,16,18,13,12,15,10,10,18,15,7,10,15,14,12,10,14,7,9,16,14,10,8,6,12,13,10,5,4,4,6,4,8,4,8,11,4,5,4,7
S01010696,Ross and Cromarty Central - 02,Highland,981,7,5,5,9,10,13,6,11,23,5,13,21,9,11,7,14,6,10,15,6,12,11,13,3,9,9,7,12,2,14,6,7,8,10,14,8,21,5,16,10,9,5,11,11,8,15,11,18,7,18,17,14,16,17,19,20,18,17,18,12,16,22,9,8,6,8,13,7,16,12,7,12,12,9,17,4,9,10,8,5,9,6,4,7,5,5,8,9,7,7,20
S01010697,Ross and Cromarty Central - 03,Highland,1174,8,6,7,7,10,10,10,9,13,4,12,16,25,15,8,23,10,11,18,7,8,10,24,10,5,7,13,16,8,9,9,17,4,9,9,13,5,21,4,15,11,7,9,12,10,17,9,21,14,28,16,29,21,23,27,28,29,15,12,26,26,15,20,22,14,18,12,11,13,8,12,11,22,15,12,16,20,15,11,8,10,7,4,7,8,2,6,5,7,0,8
S01010698,Ross and Cromarty Central - 04,Highland,814,4,5,4,7,8,9,10,10,10,10,7,12,8,9,12,6,10,13,15,10,12,9,10,6,11,5,3,8,1,5,5,3,7,3,6,8,2,9,5,12,11,8,8,4,5,11,9,16,14,19,7,13,19,9,13,21,17,17,11,13,16,14,16,21,14,10,13,9,5,12,14,5,6,12,13,12,12,10,5,5,6,6,3,5,3,2,3,2,2,1,3
S01010699,Ross and Cromarty East - 01,Highland,568,7,5,2,3,4,2,6,6,3,5,5,9,5,9,2,9,5,13,4,7,9,7,7,8,2,6,5,4,3,4,7,3,5,12,3,3,8,8,9,7,8,8,11,6,8,2,7,6,9,12,13,10,12,5,17,7,11,9,3,7,10,7,17,10,6,17,5,9,5,12,4,6,3,5,5,11,3,7,2,4,1,4,1,3,2,1,2,1,0,1,2
S01010700,Ross and Cromarty East - 02,Highland,613,6,6,4,4,5,9,6,9,7,7,8,7,7,6,4,6,4,2,7,3,9,5,7,5,6,4,6,11,3,8,0,5,6,4,9,8,4,10,1,4,6,2,4,7,13,15,8,8,13,5,5,15,3,14,9,13,5,10,9,12,7,3,12,11,10,7,11,9,7,12,15,8,11,15,13,6,5,4,7,4,7,6,2,2,2,4,4,0,1,0,0
S01010701,Ross and Cromarty East - 03,Highland,1056,11,12,9,12,11,9,10,12,11,14,10,11,18,17,13,10,10,18,18,12,11,13,19,9,7,12,10,3,9,12,5,16,10,7,21,7,12,13,18,12,13,9,9,9,19,5,10,10,10,13,18,12,12,23,29,21,8,19,12,17,20,9,17,23,12,14,5,19,11,19,16,10,8,10,14,8,13,7,9,4,10,10,6,1,6,2,5,5,2,0,9
S01010702,Ross and Cromarty East - 04,Highland,987,4,3,16,3,6,7,2,13,6,7,8,13,10,5,11,6,6,8,7,6,4,11,5,7,6,12,8,2,8,8,3,4,3,6,14,6,14,13,10,9,6,18,5,12,14,12,9,9,10,9,11,12,17,8,20,14,22,20,9,19,13,20,21,13,12,22,19,10,17,19,15,18,20,31,17,13,10,11,13,11,11,7,1,13,5,7,9,8,4,8,33
S01010703,Muir of Ord - 01,Highland,882,3,9,6,5,13,14,6,10,7,7,7,5,7,4,6,8,5,15,9,0,9,7,10,11,11,8,6,11,6,11,12,4,5,11,13,7,6,7,10,7,13,12,5,11,8,8,3,10,17,12,20,13,12,10,19,15,22,13,14,12,13,27,10,14,16,15,19,16,19,8,10,13,16,16,12,8,11,8,6,11,7,10,5,6,2,4,4,0,2,1,6
S01010704,Muir of Ord - 02,Highland,574,6,4,6,9,4,4,7,4,4,7,5,5,4,8,8,9,9,6,9,3,6,8,0,6,4,6,3,6,6,5,3,2,6,5,3,6,7,5,6,8,4,13,5,10,6,1,8,7,8,7,9,9,14,8,11,7,10,5,14,8,7,6,13,12,7,8,9,7,6,5,4,7,10,6,10,7,8,8,4,3,6,8,2,6,2,2,0,4,3,1,7
S01010705,Muir of Ord - 03,Highland,1285,16,19,15,16,15,20,13,12,18,13,17,12,14,12,13,8,11,17,15,17,13,18,19,8,13,18,13,21,12,23,19,15,17,25,22,22,17,17,20,20,11,22,7,11,12,21,18,15,18,20,23,25,20,17,27,13,24,17,18,15,13,10,11,17,8,11,17,18,13,19,12,7,9,11,11,8,14,11,9,6,6,11,4,5,5,2,0,4,2,2,10
S01010706,Muir of Ord - 04,Highland,831,12,12,13,7,14,14,11,6,16,9,11,8,14,15,9,13,6,9,3,4,7,12,8,5,12,15,11,6,12,12,16,5,9,11,12,10,12,14,8,19,14,10,5,4,9,10,9,8,7,10,10,12,10,13,9,10,12,10,9,2,9,8,10,4,10,3,13,10,14,4,13,13,7,8,5,4,8,4,6,6,5,4,6,3,5,5,5,2,2,3,27
S01010707,Conon - 01,Highland,1141,19,15,13,15,17,19,10,7,11,16,9,17,14,16,16,11,9,8,7,13,5,12,14,13,13,13,16,20,16,23,20,12,15,15,17,12,22,10,18,17,14,16,10,4,11,14,17,11,12,8,12,13,15,12,15,23,19,27,22,16,15,9,15,10,9,5,11,8,11,13,20,17,15,26,3,20,13,10,4,10,8,4,4,2,1,6,3,2,0,1,10
S01010708,Conon - 02,Highland,536,4,2,4,6,6,3,4,7,4,2,5,7,3,5,3,11,7,8,9,8,2,5,7,8,3,3,5,5,7,6,3,3,6,9,5,6,4,8,8,8,9,5,5,7,5,3,3,8,8,10,5,11,9,5,12,5,5,9,8,20,13,13,7,9,2,9,5,11,5,5,8,6,4,13,2,5,7,0,5,7,0,8,0,8,2,3,1,3,2,0,2
S01010709,Conon - 03,Highland,688,8,4,7,5,10,5,5,8,12,7,6,6,13,10,4,5,7,6,12,2,10,6,4,8,3,10,6,5,5,7,3,9,4,12,11,14,12,6,11,2,8,4,12,8,9,12,8,13,6,12,5,10,15,10,8,13,16,10,13,18,8,9,14,6,17,8,6,12,7,5,15,12,2,5,4,7,5,7,6,1,1,0,6,3,1,3,4,3,0,3,8
S01010710,Conon - 04,Highland,755,10,8,9,8,17,14,16,11,12,15,14,12,9,16,7,17,7,6,14,4,5,5,6,3,5,9,11,7,10,16,8,15,9,14,5,7,11,11,11,11,9,6,7,6,12,6,5,1,7,8,10,7,9,9,9,14,12,6,9,3,7,14,13,16,6,4,10,9,16,2,13,7,8,11,6,2,7,7,3,5,5,5,2,4,2,3,1,2,1,0,4
S01010711,Conon - 05,Highland,766,6,3,7,4,3,4,5,8,9,9,13,10,14,6,10,10,8,6,16,5,6,12,12,5,7,2,4,7,4,0,6,6,7,11,8,8,10,3,6,4,8,2,7,5,5,12,4,8,21,8,10,19,16,12,14,17,12,11,16,14,20,16,10,14,10,12,13,18,15,8,14,7,5,8,10,8,10,7,4,1,8,1,6,3,7,7,6,2,3,2,6
S01010712,Dingwall - 01,Highland,691,2,5,4,7,9,11,5,5,10,4,4,14,12,9,10,10,23,11,13,11,4,13,7,16,13,8,10,5,15,4,4,11,4,7,7,7,3,13,17,6,15,7,5,7,6,3,14,3,4,6,8,14,13,17,14,9,13,14,12,9,10,6,4,13,9,6,10,9,3,10,6,4,6,6,4,4,5,4,2,4,5,2,2,1,2,0,2,2,1,0,3
S01010713,Dingwall - 02,Highland,741,3,6,6,7,8,5,8,4,12,8,10,5,4,13,12,11,16,8,9,16,10,22,5,8,4,12,8,2,4,13,9,3,4,17,12,16,15,6,10,14,8,15,8,19,7,10,7,5,21,8,8,8,11,9,3,5,8,3,6,9,15,9,8,17,9,10,8,8,13,12,7,12,11,6,3,6,3,4,1,2,3,1,2,8,4,4,0,0,2,6,4
S01010714,Dingwall - 03,Highland,607,4,2,5,6,6,3,6,9,4,5,6,7,4,2,7,3,1,0,6,13,6,9,9,6,8,5,15,4,1,3,5,7,7,12,5,6,8,5,14,2,1,12,3,3,9,6,12,5,11,7,6,9,5,13,10,16,5,8,5,5,2,16,6,7,3,13,12,13,7,9,9,12,9,9,8,10,9,9,4,6,5,8,6,5,7,4,2,1,4,1,4
S01010715,Dingwall - 04,Highland,662,8,9,7,4,12,6,6,8,5,7,1,9,4,4,6,8,9,7,1,15,7,8,5,12,4,5,9,2,8,9,5,13,12,8,0,4,11,8,13,14,9,15,8,11,11,7,8,3,8,4,10,12,1,18,11,3,7,9,8,9,13,8,6,9,13,12,12,8,8,10,7,8,5,2,10,5,6,12,6,5,3,4,6,3,3,1,3,0,4,1,4
S01010716,Dingwall - 05,Highland,861,12,10,5,5,7,12,7,9,16,11,9,8,3,14,5,8,7,11,7,4,6,12,14,5,16,13,16,8,4,10,7,21,11,13,8,5,5,15,7,9,4,9,4,7,16,12,14,7,14,26,11,6,9,3,15,6,12,6,15,12,12,11,20,10,7,12,7,4,10,12,8,7,4,11,10,9,6,2,10,5,7,7,8,7,8,8,7,4,9,3,33
S01010717,Dingwall - 06,Highland,668,9,3,7,9,11,11,7,4,8,4,4,7,2,4,7,1,6,1,6,6,7,10,5,7,5,7,10,8,5,2,7,0,6,14,12,6,8,9,7,5,11,11,5,7,9,6,5,6,4,4,12,9,7,7,4,11,12,12,8,7,21,5,8,7,12,9,10,7,5,11,18,11,8,12,15,10,11,6,12,2,9,7,4,2,3,7,6,2,4,0,10
S01010718,Dingwall - 07,Highland,1026,14,6,8,6,13,11,17,16,17,18,19,21,10,24,8,19,10,16,6,16,13,5,10,8,6,9,16,10,6,9,12,12,10,13,13,14,15,7,13,12,11,15,6,17,10,15,6,13,23,17,8,16,14,13,11,19,8,20,11,20,23,10,15,16,15,13,12,17,14,16,10,12,11,11,8,6,4,7,5,2,3,6,5,4,6,2,1,3,2,0,6
S01010719,Black Isle South - 01,Highland,637,5,5,3,6,11,6,8,7,10,6,13,7,7,6,6,8,4,4,3,2,5,3,6,4,2,4,2,6,3,5,2,9,6,5,3,4,8,7,7,9,5,4,7,3,12,9,5,7,10,17,9,8,12,15,4,15,10,11,7,9,11,9,5,6,13,17,20,9,7,9,9,11,12,7,4,4,10,4,6,6,6,7,10,7,5,1,1,7,5,1,2
S01010720,Black Isle South - 02,Highland,1054,8,8,9,7,13,13,11,14,9,8,8,11,11,10,12,13,13,12,11,11,2,2,15,6,9,6,6,6,5,4,3,5,5,12,7,7,10,12,8,12,18,13,8,9,6,11,12,13,16,24,16,18,17,22,10,18,13,16,14,15,8,8,6,18,23,16,16,15,17,17,21,21,28,21,19,16,17,18,16,11,8,9,7,10,13,9,3,2,1,4,13
S01010721,Black Isle South - 03,Highland,622,2,5,4,2,5,6,5,4,9,7,10,3,3,3,2,4,9,5,4,4,5,7,3,5,7,8,0,4,7,6,4,4,4,5,4,10,11,2,9,5,9,2,3,3,8,8,6,12,9,8,15,9,9,7,19,15,4,7,11,9,11,6,9,10,6,6,15,12,10,11,11,15,14,10,8,7,15,6,9,6,5,6,4,4,3,5,5,5,5,3,1
S01010722,Black Isle South - 04,Highland,845,11,5,12,7,8,7,12,7,12,4,6,2,15,6,6,3,10,12,10,13,9,11,8,3,10,8,5,8,10,11,4,6,8,20,5,8,19,12,6,2,12,9,11,11,4,12,11,9,20,18,13,10,12,7,12,19,13,16,10,17,13,8,10,4,12,5,14,17,10,19,11,9,11,17,12,6,10,4,6,5,6,7,4,6,5,3,2,2,5,3,12
S01010723,Black Isle South - 05,Highland,891,6,2,1,6,9,10,7,13,8,14,5,7,4,14,14,14,17,14,9,11,7,5,7,16,9,5,15,8,7,7,13,4,6,8,5,4,5,6,10,10,8,8,2,11,10,6,6,14,8,16,9,28,21,17,19,20,28,17,6,23,20,27,17,13,13,14,13,7,15,13,6,19,13,10,16,2,14,6,5,5,3,4,1,3,4,5,2,1,1,0,0
S01010724,Black Isle South - 06,Highland,969,6,5,14,9,8,9,17,9,5,18,17,8,10,14,19,13,10,5,14,14,11,9,10,4,10,13,11,10,4,7,8,7,8,9,13,12,11,20,9,13,13,16,7,8,12,8,11,10,17,14,17,14,16,15,17,17,12,15,17,22,18,20,21,15,16,14,18,4,19,9,3,10,13,7,10,8,6,4,5,4,3,6,9,3,3,3,3,1,4,3,6
S01010725,Black Isle South - 07,Highland,1059,15,17,11,21,13,13,6,7,10,5,14,7,9,11,13,12,5,10,10,5,9,7,11,8,6,10,21,8,14,18,16,16,18,17,9,10,18,16,10,12,21,3,8,9,9,10,17,22,16,10,15,16,22,7,17,19,10,22,11,15,14,19,27,18,18,11,16,13,16,12,10,15,11,15,14,13,12,9,4,4,6,5,9,3,3,3,2,2,1,1,6
S01010726,Black Isle South - 08,Highland,881,6,6,7,4,9,9,11,7,14,6,12,5,7,6,4,9,12,11,7,7,2,6,3,8,6,7,10,7,6,6,8,8,4,3,9,9,9,6,5,11,12,6,14,9,8,9,13,9,12,9,13,13,7,11,17,10,8,14,15,21,14,19,19,15,11,14,11,19,24,18,10,19,14,18,7,12,15,17,11,14,7,7,16,6,5,3,2,4,2,3,3
S01010727,Black Isle North - 01,Highland,664,2,3,5,3,7,5,7,14,11,12,3,9,13,5,7,8,6,13,2,13,4,3,5,6,6,6,7,3,3,7,2,6,7,4,11,6,8,8,6,10,4,3,6,4,6,6,10,10,14,14,9,13,14,10,19,4,15,4,8,12,12,12,7,6,3,17,13,8,6,10,10,5,6,11,9,7,6,15,11,8,4,8,2,2,4,3,0,3,2,2,1
S01010728,Black Isle North - 02,Highland,556,6,8,3,5,11,5,5,4,5,8,6,8,3,9,9,5,4,16,10,5,5,5,5,7,7,5,4,4,3,6,7,6,7,4,3,2,6,5,4,6,5,4,5,3,2,6,4,14,9,11,4,9,13,2,10,16,12,11,14,15,1,4,12,5,12,8,10,2,1,5,3,3,3,11,8,5,6,10,4,6,4,5,4,3,4,3,0,5,1,1,2
S01010729,Black Isle North - 03,Highland,707,4,7,2,2,7,1,5,2,6,6,4,6,7,6,7,10,10,9,7,8,5,6,5,4,11,6,5,8,4,8,2,1,4,8,9,7,2,0,4,11,7,8,8,7,5,6,12,18,15,7,14,13,9,12,12,14,20,16,10,13,11,11,11,11,15,13,11,23,9,13,7,8,13,7,11,8,18,10,5,5,2,7,7,1,3,2,3,5,1,1,3
S01010730,Black Isle North - 04,Highland,830,6,6,8,3,4,9,5,7,8,11,2,14,8,8,8,9,13,5,10,9,12,2,14,4,6,8,6,8,6,3,5,2,3,3,12,4,7,6,4,4,10,7,15,8,8,13,3,10,10,16,14,10,10,16,16,10,22,12,14,15,9,12,20,23,15,15,15,13,24,12,23,9,15,16,8,6,12,6,11,3,9,6,5,3,1,2,5,6,3,3,9
S01010731,Black Isle North - 05,Highland,820,2,6,4,4,3,5,2,7,7,12,6,13,10,13,13,6,8,16,5,6,7,11,6,5,4,7,7,2,1,2,2,5,6,6,4,1,1,6,4,7,5,6,11,7,10,9,5,13,16,14,16,11,15,14,22,25,13,17,20,12,22,14,12,15,14,20,17,13,21,11,16,17,13,16,10,8,4,13,5,7,8,6,6,4,6,3,0,5,4,2,5
S01010732,Alness - 01,Highland,736,3,7,13,9,15,7,9,10,11,8,11,9,20,3,6,4,15,11,9,7,12,9,3,10,12,6,12,6,5,12,3,2,6,11,13,7,3,11,0,10,5,8,10,5,6,8,12,8,15,8,10,13,8,14,1,9,9,7,10,5,6,13,13,12,14,12,13,24,11,7,12,10,10,12,0,2,10,7,3,5,6,5,5,1,3,2,2,2,0,1,2
S01010733,Alness - 02,Highland,531,12,8,7,11,5,5,9,10,6,9,14,17,5,5,14,9,6,7,5,9,6,5,5,8,0,10,5,6,4,1,8,4,4,5,5,14,5,4,9,7,5,5,5,5,5,9,9,6,4,9,3,8,8,4,7,8,6,8,7,6,11,10,8,7,2,8,5,4,5,5,9,4,4,5,1,3,2,6,3,1,1,1,4,2,0,0,0,1,1,1,2
S01010734,Alness - 03,Highland,916,7,12,11,16,20,12,20,14,15,14,17,16,15,14,8,14,10,12,23,13,7,15,18,4,9,13,15,7,12,14,11,15,10,5,17,15,10,13,16,6,10,8,6,21,7,5,14,13,16,12,8,8,7,19,19,8,12,17,9,6,9,7,3,5,12,7,7,3,9,9,1,3,6,9,2,6,1,3,7,2,3,4,6,5,7,3,4,1,5,4,23
S01010735,Alness - 04,Highland,613,7,12,16,6,12,18,17,12,9,8,19,15,14,8,2,9,6,5,14,9,3,10,16,13,3,2,4,9,8,13,14,5,6,10,14,11,10,6,8,3,5,14,6,7,11,5,12,2,3,5,6,11,8,6,9,4,11,3,7,11,4,6,10,5,2,5,3,3,8,0,5,4,2,3,5,0,3,3,2,1,0,0,1,1,0,1,1,0,2,0,1
S01010736,Alness - 05,Highland,533,13,6,3,9,5,11,8,5,5,4,3,10,5,2,4,5,3,4,6,4,3,4,4,6,3,7,5,2,4,11,7,5,6,9,9,10,3,8,13,5,9,7,9,4,6,4,5,8,8,4,7,5,3,6,7,5,3,3,8,5,6,5,9,6,5,9,8,10,9,9,8,10,10,12,8,4,12,9,2,5,1,5,5,2,1,2,2,0,0,0,4
S01010737,Alness - 06,Highland,1212,11,11,12,14,15,16,9,18,18,10,9,16,14,9,18,12,5,8,7,8,10,12,16,10,11,5,12,26,15,6,11,11,17,24,12,7,7,9,7,5,21,17,13,9,17,12,9,25,24,12,13,21,20,27,8,11,18,19,30,15,22,20,10,9,17,10,15,16,19,15,26,20,17,15,7,15,18,16,12,13,17,18,10,13,6,0,7,0,0,5,10
S01010738,Alness - 07,Highland,574,3,6,5,8,4,6,5,10,4,5,6,8,8,8,6,3,4,6,4,3,2,8,7,5,7,9,7,3,6,2,9,12,7,6,7,11,12,5,5,5,7,7,3,7,9,5,3,7,10,10,9,10,7,6,8,8,9,5,6,8,11,11,7,6,5,8,4,9,10,10,6,8,6,13,5,9,9,2,5,8,3,4,3,2,3,2,4,2,2,2,4
S01010739,Alness - 08,Highland,807,8,9,8,6,9,6,5,7,13,6,12,4,6,11,8,8,9,10,11,6,12,9,4,17,6,8,14,5,6,6,13,14,5,13,6,21,9,15,15,12,17,10,8,14,8,7,18,16,12,10,8,9,13,7,9,13,9,10,6,10,3,13,14,5,12,10,8,9,5,13,12,9,8,13,11,6,9,7,5,5,8,5,4,3,1,2,8,0,3,0,10
S01010740,Invergordon - 01,Highland,482,7,8,9,4,4,6,4,6,5,13,6,14,4,3,3,5,1,6,4,6,9,4,5,12,13,11,8,8,3,4,8,6,9,7,5,8,5,5,3,10,2,4,1,5,7,6,2,1,5,3,7,6,9,6,6,6,5,4,7,10,9,7,9,11,12,4,1,5,6,6,2,5,1,7,2,4,3,1,5,1,2,2,5,1,0,2,3,0,0,1,2
S01010741,Invergordon - 02,Highland,882,9,13,15,8,6,14,7,10,10,16,11,10,15,13,12,9,6,7,10,14,7,8,2,8,9,10,10,8,6,6,11,7,12,16,6,14,11,15,14,14,22,16,11,12,9,5,12,6,8,2,15,9,12,10,14,10,11,9,11,8,11,11,7,14,13,13,10,13,7,10,13,5,12,8,8,11,6,14,12,5,9,6,5,1,6,4,2,3,4,4,14
S01010742,Invergordon - 03,Highland,727,7,13,6,10,4,6,9,6,9,10,19,13,8,4,8,5,9,8,8,11,12,8,6,8,5,13,10,6,13,9,13,6,7,5,6,14,20,8,8,11,3,11,9,14,11,8,10,17,11,9,10,9,4,13,9,17,11,16,5,15,7,5,2,9,8,4,4,1,8,9,7,5,10,10,4,3,4,8,7,7,5,5,4,3,3,3,3,1,1,0,4
S01010743,Invergordon - 04,Highland,690,11,9,8,13,9,12,10,11,8,10,13,18,12,14,7,10,12,8,10,15,7,14,16,12,9,11,11,10,13,14,8,8,2,8,9,6,10,8,8,15,2,7,7,0,11,8,14,4,8,6,4,6,6,10,6,9,9,13,15,3,9,7,4,10,5,0,7,9,4,5,5,3,10,2,6,2,5,1,1,5,3,4,3,0,1,6,2,2,0,0,2
S01010744,Invergordon - 05,Highland,1020,8,9,11,10,5,7,11,9,7,13,10,6,16,18,12,12,10,6,6,13,6,11,13,2,16,23,9,9,9,9,6,3,10,2,7,13,8,12,16,9,10,1,10,12,13,12,17,12,17,12,17,13,19,16,13,18,16,16,22,18,13,10,13,24,10,15,15,18,9,15,20,13,18,11,10,8,9,14,8,5,9,10,11,6,6,8,7,4,2,2,21
S01010745,Invergordon - 06,Highland,572,5,1,3,3,5,2,3,3,10,2,5,4,3,6,5,7,7,5,10,0,8,3,10,8,2,2,8,9,3,15,11,6,6,4,5,6,2,11,2,10,7,13,8,2,7,5,3,8,8,6,9,8,8,13,8,13,14,7,7,11,3,9,8,7,8,9,4,7,10,10,7,3,8,7,4,7,5,8,6,3,11,5,3,10,5,4,8,2,4,2,0
S01010746,Seaboard - 01,Highland,975,13,5,13,10,5,10,8,8,11,7,20,1,7,9,9,8,18,15,8,7,5,8,8,11,5,8,13,4,7,8,12,10,5,14,13,5,12,12,17,12,9,15,13,12,9,26,18,14,11,12,10,20,18,21,12,19,20,14,14,15,11,16,17,15,17,14,16,8,11,13,16,14,13,15,9,5,8,13,7,8,7,2,6,6,4,5,5,4,4,2,1
S01010747,Seaboard - 02,Highland,820,7,12,10,16,7,6,10,14,11,2,10,9,11,10,14,4,12,5,11,11,9,13,4,10,13,1,7,16,3,3,11,16,11,7,11,6,6,5,7,11,10,10,11,8,1,19,4,9,4,14,17,13,14,13,13,13,12,9,7,8,13,14,11,9,9,13,8,16,11,10,12,18,15,9,7,14,7,7,6,5,7,5,1,2,5,0,2,0,3,1,9
S01010748,Seaboard - 03,Highland,653,6,7,7,1,3,10,1,5,5,7,5,13,8,12,5,3,4,3,6,2,3,9,3,7,5,9,5,3,8,4,0,3,0,9,1,8,11,6,4,4,12,5,7,7,6,5,8,10,8,9,8,7,14,2,7,8,10,13,18,22,13,13,15,10,14,13,16,11,8,11,19,10,10,12,3,11,8,8,3,4,4,9,4,9,4,1,3,2,1,0,3
